Age,Number of Dependents,Number of Referrals,Monthly Charge,Family_Status,Discounted_Plan,City_Frequency,Senior Citizen_True,Married_True,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Online Security_Yes,Premium Tech Support_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Churn_Label_Encoded,Charge_Segment,Age_Segment,City_Size_Category,City_Frequency_Category,City
73,0,0,25.1,0,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Elmira
75,0,7,69.3,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Jackson
74,0,3,105.6,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Lincoln
76,0,9,64.45,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Loomis
68,0,3,34.25,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Sheridan
66,0,0,74.05,0,0,108,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,Sacramento
70,0,0,89.15,0,0,108,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Sacramento
65,2,2,107.9,1,0,108,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Sacramento
73,1,8,19.5,1,1,108,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Sacramento
68,0,10,78.45,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Berry Creek
76,0,0,72.75,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Penn Valley
65,0,0,94.85,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Hamilton City
76,0,0,90.7,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Meadow Valley
79,0,0,29.35,0,1,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Medium,Medium,Redding
69,0,0,79.6,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Flournoy
78,0,3,29.9,0,1,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Los Molinos
77,0,0,101.8,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Seiad Valley
70,2,1,110.6,1,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Shasta
71,0,1,109.95,0,0,293,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Los Angeles
68,0,0,94.75,0,0,293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Los Angeles
71,0,7,107.35,0,0,293,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Los Angeles
74,0,6,59.1,0,0,293,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,Los Angeles
78,0,0,43.8,0,0,293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,Los Angeles
70,0,0,84.05,0,0,293,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Los Angeles
65,0,0,105.9,0,0,293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Los Angeles
68,0,0,74.65,0,0,293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,Los Angeles
73,0,0,55.6,0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Beverly Hills
68,0,0,104.9,0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,Compton
65,0,7,20.05,0,1,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Santa Monica
77,0,7,113.65,0,0,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Santa Monica
68,0,2,98.15,0,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Los Alamitos
66,0,3,104.8,0,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Wilmington
76,0,6,70.95,0,0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Carson
67,1,8,35.65,1,0,60,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Long Beach
80,0,0,91.5,0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,La Canada Flintridge
67,0,0,104.75,0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Sierra Madre
78,1,10,85.75,1,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Sunland
66,0,6,100.75,0,0,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Pasadena
76,0,0,83.45,0,0,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Glendale
79,0,1,69.3,0,0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Small,Low,West Hills
67,0,0,25.0,0,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Small,Low,Santa Clarita
74,0,0,84.85,0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Westlake Village
69,0,1,74.2,0,0,20,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Van Nuys
65,0,7,90.05,0,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Baldwin Park
80,0,0,59.45,0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Small,Low,South El Monte
69,0,0,90.5,0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Hacienda Heights
74,0,0,79.5,0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Ontario
71,0,7,90.15,0,0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,Upland
71,0,0,46.3,0,0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Chula Vista
71,0,0,50.05,0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Small,Low,Potrero
67,0,6,87.3,0,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Tecate
80,0,1,50.0,0,0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Carlsbad
75,0,8,72.25,0,0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,El Cajon
67,2,1,96.1,1,0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,El Cajon
68,0,0,71.25,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,La Jolla
75,0,0,113.8,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Lakeside
74,0,3,100.5,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Palomar Mountain
80,0,0,104.1,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Ramona
66,0,0,69.7,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Santee
79,0,0,24.65,0,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Valley Center
73,0,2,19.55,0,1,9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Medium,Medium,Vista
74,0,4,49.8,0,0,285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,San Diego
69,1,9,96.55,1,0,285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,San Diego
71,0,0,78.5,0,0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Palm Desert
65,0,0,108.1,0,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Small,Low,Adelanto
73,0,3,79.2,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Daggett
72,1,1,80.85,1,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Pinon Hills
71,0,0,73.55,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Aguanga
74,2,3,75.15,1,0,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Moreno Valley
69,0,6,112.9,0,0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Nuevo
76,0,0,25.65,0,1,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Irvine
69,0,8,106.85,0,0,28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Anaheim
73,0,0,51.3,0,0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Fullerton
67,0,1,109.1,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Norco
70,0,1,116.05,0,0,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,Corona
79,0,4,94.65,0,0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Oak View
69,0,0,44.0,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Armona
79,0,7,94.8,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Earlimart
70,0,9,106.5,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Kettleman City
70,0,0,85.2,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Posey
79,0,5,54.55,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Springville
72,0,0,99.75,0,0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,Visalia
76,0,0,108.1,0,0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,San Luis Obispo
70,0,1,64.95,0,0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Cambria
70,1,1,84.65,1,0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Oceano
77,0,3,64.05,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Shandon
71,0,5,100.25,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Benton
80,0,8,98.9,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Big Pine
75,0,0,60.25,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Bridgeport
72,0,0,56.25,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Caliente
68,0,6,74.0,0,0,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,Fallbrook
73,0,0,79.55,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Olancha
79,1,5,95.8,1,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Randsburg
72,0,2,71.55,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Prather
78,0,10,94.95,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Raisin City
76,0,0,80.5,0,0,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Fresno
77,0,0,39.85,0,0,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Fresno
69,0,0,24.85,0,1,61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,Low Spend (<40),Senior (55+),Large,High,Fresno
71,0,8,89.0,0,0,61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Fresno
65,0,0,55.0,0,0,61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,Fresno
78,0,0,117.35,0,0,20,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,Salinas
80,0,0,89.75,0,0,51,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Escondido
71,0,0,49.95,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Carmel
79,0,0,19.8,0,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,Low Spend (<40),Senior (55+),Very Small,Very Low,Jolon
78,0,0,73.3,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Burlingame
80,0,0,70.05,0,0,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Mountain View
67,0,0,85.55,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,San Gregorio
74,1,9,65.2,1,0,104,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,San Francisco
73,0,8,75.1,0,0,104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Large,High,San Francisco
75,0,2,115.75,0,0,104,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,High Spend (>80),Senior (55+),Large,High,San Francisco
80,0,10,95.65,0,0,16,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Medium,Medium,Palo Alto
65,0,0,104.45,0,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,El Cerrito
70,0,5,70.2,0,0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,Napa
80,0,0,90.95,0,0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,High Spend (>80),Senior (55+),Very Small,Very Low,Newark
79,0,7,60.95,0,0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Very Small,Very Low,Saint Helena
68,0,0,58.55,0,0,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,Mid Spend (40-80),Senior (55+),Medium,Medium,San Leandro
73,0,0,80.35,0,0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Oakland
70,0,0,84.95,0,0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,High Spend (>80),Senior (55+),Large,High,Berkeley
